Temperatura,Personas,Electrodomesticos,Consumo_kWh
19.1416087481985,5.0,10.0,45.37244774482771
23.473966332461636,2.0,12.0,46.129600658326304
20.810934659314583,4.0,19.0,64.1159046703808
21.110643056898123,1.0,6.0,36.86671189765479
8.86414334931685,2.0,20.0,50.160582864350566
19.01873513948486,2.0,16.0,51.982286901336785
27.957564012760006,4.0,9.0,49.68882258734054
20.75113754291332,2.0,17.0,51.615874175461514
24.013413972390833,5.0,7.0,53.016008374846514
23.447075945124997,1.0,15.0,43.52022285504686
27.341528682406896,2.0,,35.11822516300752
30.350036498879234,4.0,6.0,47.935010682393006
22.833348875389255,4.0,20.0,64.24199002651271
24.833451158279182,1.0,11.0,41.142456419965804
16.813868694686953,3.0,14.0,43.10977701933005
26.06789581036798,3.0,7.0,45.47057950445099
,1.0,6.0,34.76904434187044
21.97950596650465,4.0,11.0,48.44423381781015
12.765626403696348,4.0,12.0,45.14108147353526
19.896887302107398,5.0,13.0,49.1822532606165
21.13224384705348,3.0,17.0,56.638566031759225
33.02739280939308,1.0,,48.18132344413882
39.336041465191514,4.0,16.0,72.15798637072207
21.414916325579437,2.0,7.0,37.241540645105275
19.788572296790335,4.0,14.0,55.14988614965626
19.393274946226693,1.0,12.0,38.905254444039215
22.026087004941637,5.0,17.0,64.05895507598042
19.188950930606342,2.0,11.0,36.43537548574026
33.34973087187244,4.0,15.0,63.1839740830011
25.651473964033055,5.0,19.0,62.5367911299969
11.682210012482699,3.0,13.0,49.85717169200029
22.150536286580145,3.0,8.0,48.97994254885531
29.863179139822446,1.0,10.0,48.262149098552705
19.4991726884372,,8.0,38.2623094870241
,,19.0,49.689435762493915
19.615104719590146,2.0,16.0,55.63352479782884
22.447926064884776,5.0,15.0,62.981018688835285
23.920195683126707,3.0,19.0,57.41026594781138
22.901468448408785,4.0,7.0,43.615202399386014
19.494700597866586,5.0,5.0,38.38534992093607
21.708509373017105,4.0,17.0,60.331546538027844
19.669418131248015,3.0,6.0,43.68252331949311
13.386476876816408,1.0,14.0,32.15148665545364
24.615643735374586,4.0,12.0,54.01549561794181
12.2807665113349,5.0,17.0,55.15588389352211
23.46105673112316,4.0,10.0,51.08377089657541
32.87700939136615,1.0,9.0,47.73356466283088
14.369491343254417,2.0,14.0,39.92411577353105
20.240591097819138,1.0,20.0,46.96283644751242
23.131971600894218,4.0,,40.224405426548074
20.30437072962939,5.0,7.0,47.24661562078331
21.421768012844264,5.0,18.0,67.79946282939406
23.869733285538377,5.0,18.0,63.24235893894079
15.39013854642569,2.0,20.0,53.37627769498044
21.99224380371608,4.0,14.0,56.948683851365914
18.99021112748381,4.0,15.0,57.266216558357996
23.203944600961425,2.0,12.0,46.04272975473273
19.351498090847052,3.0,7.0,42.49297390028883
15.387865494350972,5.0,17.0,55.06898661891048
23.636309759352187,3.0,15.0,50.16529375575554
24.11731522962651,4.0,9.0,45.190329611186094
12.332664792379479,5.0,18.0,57.596465850903144
29.69292777351616,1.0,8.0,44.97061463865607
24.104593802311367,1.0,7.0,37.206001449015254
28.20173008431506,4.0,8.0,47.462170039842356
22.25971493068957,2.0,11.0,49.897680360942175
42.03306153553709,5.0,5.0,56.90871811042645
12.246942931605577,2.0,6.0,30.65546485394256
21.935920105281866,1.0,8.0,36.48250762668474
25.118491292889885,2.0,15.0,50.04562608390076
27.795228359275413,5.0,15.0,65.80130774888086
21.669143680333242,4.0,13.0,56.60916140552613
22.072149113853165,5.0,12.0,57.46937900034069
24.593259842023176,4.0,6.0,51.09124000664652
30.507293280277324,1.0,7.0,36.42547975358159
19.40678946152991,4.0,19.0,63.137518218144066
10.583681829527363,5.0,7.0,32.72037763184858
27.4674148155136,5.0,19.0,70.62901370141634
36.797227291625,3.0,16.0,67.59012267258355
13.332052452085957,3.0,8.0,33.59478216181923
24.174448428214333,4.0,17.0,58.740353214375595
26.916477558615888,2.0,6.0,39.481914769359356
25.528575527140898,2.0,8.0,41.981093948032004
25.39551979948848,2.0,13.0,49.26091774098043
15.826825189525758,2.0,9.0,34.4929283847563
,,19.0,56.25701669306181
27.768989770788853,1.0,16.0,56.44736035227129
22.986061411865947,2.0,14.0,55.29649800205501
23.885350315004448,5.0,19.0,73.27912316368662
23.8001361464231,3.0,8.0,41.9271587063129
20.28305055636433,2.0,20.0,58.92115012235874
16.466027682170008,3.0,15.0,53.44083983993558
20.494082370372734,5.0,9.0,49.52889295232274
17.084154464806527,1.0,9.0,32.56952709143828
24.77110013759126,,17.0,62.096813092120186
19.69540702118829,5.0,14.0,56.63077329512836
25.604885319250688,1.0,10.0,45.29667976314635
,4.0,,39.91789378270573
21.312288102614914,,8.0,33.391519658599925
17.062635598788187,1.0,18.0,47.58650984079901
17.135877690876114,2.0,15.0,43.59898552481121
26.410296705713304,1.0,13.0,49.432294177618054
26.131101233223816,2.0,8.0,41.28066948892353
22.906890132624525,,15.0,53.481438851052275
22.160676281544593,5.0,6.0,47.40047763144756
22.68074841195506,2.0,6.0,35.50008684990082
32.528625580921386,3.0,,70.86977175658055
21.631435664973473,2.0,6.0,39.26841884403912
23.31435010578495,3.0,,45.748369309269584
26.406169105237296,5.0,7.0,44.697628382375896
23.925652137011422,2.0,19.0,54.89644991876883
28.708086895663488,2.0,10.0,48.35513382257045
15.143174411170804,5.0,6.0,32.83089502756736
22.961742973768978,2.0,15.0,51.174459237694165
22.705850874352684,2.0,11.0,41.85205451391966
27.919896330723923,,13.0,52.418478367136764
24.383276813347628,2.0,15.0,43.84964906418834
24.246929367150834,2.0,19.0,65.07108506813181
17.831861998801834,2.0,7.0,33.20974813771709
21.745450938141797,1.0,14.0,
16.994987111971266,1.0,8.0,31.815915126607546
18.181652761048053,2.0,20.0,51.79278931498022
21.033779762993582,4.0,18.0,63.89873991042684
16.307463158776102,5.0,11.0,48.059786280862916
23.40987938774594,2.0,,49.355593248014074
18.211656414389942,2.0,12.0,40.97108287646917
27.2088596814311,4.0,8.0,49.98435701373714
,2.0,,32.64960201277969
20.103612535529365,1.0,7.0,32.668510750511494
,4.0,20.0,69.47850065120471
22.929425996221823,,14.0,51.16891443101652
19.91370342842273,4.0,10.0,44.06087906700588
15.689045356528721,3.0,10.0,37.729732685934536
21.852629568447504,2.0,13.0,47.1982992371547
21.390796173788537,3.0,10.0,42.60542969727087
21.86643029061586,,17.0,49.10672441711497
22.948872304102053,1.0,10.0,40.78474406762435
28.948819370544946,4.0,5.0,50.234618858805796
19.32968764570779,4.0,16.0,53.470909465097
16.064053207072558,5.0,13.0,49.07656519972333
24.690977332442767,4.0,20.0,70.6991605234693
26.08882103951904,5.0,16.0,69.70572314288931
23.542685755445575,3.0,12.0,52.43480971772576
37.40032034973731,4.0,19.0,73.33388765658144
19.511451196587814,5.0,10.0,51.445510711406214
20.543383626227502,,20.0,63.10295191135973
19.48777740612959,5.0,12.0,53.90209517509195
26.543697792700037,1.0,,38.45513604945939
18.065692499728016,4.0,16.0,58.38390019247149
28.220489522933907,5.0,14.0,58.909078730058766
23.84991693979619,,,56.35927320360339
18.916370784093548,5.0,7.0,44.227289136069615
26.037253180155588,1.0,20.0,
22.43320665403681,,20.0,67.82668608072083
20.265205553403252,2.0,10.0,36.02754431045009
18.830034043330496,4.0,20.0,61.6619887217189
,3.0,8.0,44.51531386390355
27.259559435352912,2.0,17.0,59.75069190587845
21.092007557413506,4.0,19.0,61.84621713505161
17.253819088684168,5.0,15.0,62.503460339183846
15.411788874082157,3.0,12.0,42.64790848821404
14.148314522962009,5.0,8.0,39.957986796768544
28.29435066155701,1.0,6.0,35.91659789038773
,5.0,7.0,
15.910688736949357,5.0,12.0,45.015249458502375
25.764455577976193,3.0,,53.078637490179055
23.14324561293001,1.0,19.0,53.187442303869176
14.87334815628802,,17.0,50.16569415878303
19.509545059450225,3.0,15.0,51.01181945538924
28.306152362262083,2.0,19.0,64.87127394936425
28.38066601251799,5.0,17.0,71.4181310889946
13.154298331389915,2.0,7.0,32.920357089810906
28.24263259645424,5.0,9.0,55.89007689697707
25.34612213133398,3.0,9.0,46.75144148998788
23.900703272048194,4.0,19.0,63.161105400683915
31.184852788583072,1.0,7.0,42.97843021473542
29.018066578103543,2.0,17.0,63.57976942788129
22.97900622915737,3.0,17.0,58.50596337990692
17.96111604710509,2.0,16.0,47.69841919723871
12.788285922363244,3.0,16.0,47.20146675292677
19.38355198476039,1.0,11.0,37.876021449163645
20.84380133981361,2.0,5.0,30.980308524454532
31.96347989820847,1.0,9.0,43.5029072867574
14.148341891054388,4.0,14.0,48.38414303313567
15.272348936923601,3.0,14.0,42.67164526088848
22.080788139329645,2.0,15.0,54.098367506693165
14.045717152448017,1.0,20.0,53.86477205684752
15.878624359148805,5.0,12.0,47.26115845913582
20.830287239069893,3.0,11.0,43.64536867144032
17.995758621787907,2.0,17.0,
23.232259471080283,2.0,17.0,56.34058796197673
20.360717659150726,2.0,8.0,35.351901959026875
12.727404166958795,,14.0,42.61326277850979
25.796845141199633,4.0,18.0,66.79915347680763
27.419232379256684,3.0,7.0,43.351096620884235
26.1154547851586,3.0,18.0,67.16345764822212
24.008217508009174,1.0,7.0,32.38423662364963
20.15370308933233,2.0,9.0,
26.51175646345827,3.0,8.0,53.99120430501914
,5.0,,55.66741561125339
,3.0,16.0,150.96846117640638
21.64933678402688,5.0,,42.24331383115008
11.860277769350635,2.0,9.0,33.43501128082873
17.73138585496945,1.0,16.0,49.87541186683292
19.88387694225705,3.0,10.0,39.56430477908438
27.93784532505686,4.0,15.0,61.09150031542399
32.236950017832314,2.0,11.0,54.8942398864884
23.384012311477484,2.0,16.0,56.12052799719995
19.40514380484874,3.0,11.0,43.59040218318739
,3.0,,39.02082003352549
22.423461850856427,1.0,14.0,47.67596600282029
18.98151183133393,3.0,9.0,44.09283080932756
23.770245970674768,1.0,16.0,53.46203750652899
24.994931168713297,5.0,12.0,57.57334810633927
20.94370068768915,5.0,14.0,
18.66595416361575,2.0,7.0,34.81221175731842
24.11835289110763,4.0,12.0,56.313045628321625
17.030232154898016,2.0,16.0,49.75441891847366
20.597615880669238,5.0,13.0,55.51751006955182
,1.0,14.0,39.14376714270094
29.07101757160318,5.0,20.0,71.89232095283452
19.70242103825128,2.0,19.0,
13.386591296843699,5.0,5.0,34.61993941284278
19.974401593688903,3.0,5.0,39.41038399139212
26.44829503273306,1.0,9.0,39.89351110203411
21.586377669574226,2.0,17.0,57.7562560955339
21.26631384153411,2.0,5.0,32.28204728665131
7.737655305387769,5.0,9.0,38.0631206722509
25.850804988537305,5.0,8.0,51.04664217863206
28.86531660674379,5.0,15.0,60.83355075901476
18.090189036111976,,10.0,
17.462993649347496,4.0,17.0,51.52275959830461
24.752799150730667,,15.0,50.610679070778275
25.622383361303253,4.0,10.0,48.776528065278825
25.305687550593085,,13.0,58.933913032551004
23.583469564841344,2.0,16.0,61.749270504577964
22.714522492864315,5.0,6.0,46.38684789895127
20.681505889691774,3.0,16.0,55.61398388177821
20.16065572202463,4.0,19.0,64.8116363579714
21.272213875966173,2.0,20.0,60.903989412630125
17.026801504355316,3.0,16.0,49.00511886367488
25.425168052292573,1.0,7.0,37.15905060004654
12.476679132006115,,7.0,32.6442251081732
20.614930950468203,3.0,11.0,42.70229575972006
27.29344900767685,,16.0,61.55716522018632
15.584392859715072,5.0,20.0,66.18994080507605
24.71719375194844,4.0,10.0,48.12163073331007
23.33133722667135,4.0,15.0,62.0542256588846
19.304590829405345,4.0,18.0,63.397968942482215
22.71783124120646,3.0,7.0,41.827442547430195
25.867368068954825,1.0,17.0,49.62941123208218
27.1502480618303,3.0,12.0,51.814527946257726
21.691659732926542,2.0,15.0,50.52878619930158
27.307570775759082,5.0,6.0,49.6410857364316
22.630839064472386,3.0,8.0,40.24095342902416
,5.0,19.0,67.55886604401854
17.60052030862131,3.0,16.0,50.48411890856072
23.589743123911326,4.0,11.0,47.831739757388526
18.215803331504485,1.0,14.0,43.00368067380595
19.508796557054243,4.0,14.0,52.31285202359661
26.558544167630032,4.0,14.0,61.9618774041401
15.731226224277222,5.0,10.0,50.10477780406245
14.737230949069055,2.0,7.0,26.710912946771863
,5.0,7.0,45.78356483045928
22.67250326396362,3.0,14.0,52.75900238089835
14.55442441295845,3.0,16.0,41.00447938951595
22.520652272766803,3.0,5.0,39.32683475663229
23.72262037533289,,7.0,47.0588465418232
21.500390790531238,5.0,8.0,43.73724080160211
23.321606037218924,,13.0,43.709196804001515
24.391970511526928,2.0,5.0,30.98917652486718
29.070226116806314,5.0,19.0,68.94709993021924
29.217813289107795,3.0,15.0,63.49758583755882
18.133262736086365,5.0,9.0,48.41428548115329
29.91083655129801,4.0,13.0,55.43361081821228
28.634207806600408,1.0,,57.736185815054185
25.548937833857227,5.0,10.0,53.2668731104783
24.79977414824955,3.0,19.0,64.44703217226497
26.301319717447644,5.0,12.0,59.70342387869262
23.579468992887392,4.0,12.0,54.948459901523776
21.50443394003625,2.0,17.0,58.04108273643415
23.41397673658905,3.0,15.0,54.84492624411383
34.49802772144288,2.0,16.0,64.48439300857167
19.24313286054561,3.0,11.0,50.40363634737288
24.38947133476723,3.0,14.0,50.48677622283429
17.558912929827322,2.0,8.0,31.901905017107254
26.005619042987718,2.0,17.0,61.422890624150114
29.06631002106818,5.0,8.0,53.78501192561662
13.903909088966017,4.0,10.0,43.79457553600889
31.333491674176805,4.0,,50.84461315452763
18.05048838368599,4.0,8.0,38.89990905429677
25.033458380410146,,14.0,52.685715119737566
24.959563234467407,1.0,12.0,41.31598660613732
15.586596882951305,4.0,12.0,43.52527672917244
24.909834552961325,,17.0,60.32502729045479
21.312921667030324,1.0,10.0,37.10348261469931
17.42977324739574,5.0,14.0,55.38178607113838
25.841320892652707,5.0,5.0,45.97560522804802
23.07621520707133,4.0,11.0,50.18067355122917
25.449156238209483,4.0,5.0,41.69434161209806
16.033665822890956,1.0,5.0,22.10741479814731
13.44099814652607,1.0,6.0,24.135293203558252
22.070534475293485,3.0,18.0,60.75133686000786
18.24159386942489,5.0,5.0,39.98875267728456
15.700126497029785,4.0,12.0,47.77645539352839
23.186184955698828,3.0,12.0,48.79776906999095
,3.0,19.0,52.91850372435496
27.64559611081123,2.0,5.0,34.84340884077771
24.241378611410862,1.0,10.0,40.88950149521626
15.353991003669016,1.0,11.0,35.23072149700386
20.646780275697015,3.0,15.0,51.90351899979964
21.104127826086003,,8.0,34.66184614099548
21.83702192907178,,9.0,42.7206878372283
17.94020959784648,2.0,12.0,39.868711853911805
17.54943049693329,5.0,7.0,39.750612824784554
27.154804355190016,2.0,10.0,
21.387228523955304,5.0,15.0,57.236237099440935
28.310490926777682,1.0,15.0,52.00525363456615
31.26248182642663,5.0,11.0,60.7390085949722
29.49302433430149,2.0,10.0,47.7037303147715
20.141916338630068,3.0,10.0,
14.56394324676392,1.0,9.0,30.594729850448896
31.617719184639167,5.0,9.0,56.696600283434876
18.079090496249663,4.0,18.0,58.84600452663957
21.642581906281915,5.0,19.0,154.70166408159267
18.12451013563774,5.0,8.0,43.65209121838663
30.979377651423476,5.0,15.0,
21.423338851660404,5.0,7.0,49.901115749373425
13.844318328775996,5.0,8.0,39.011587615068805
22.753240675238683,5.0,15.0,59.960427745525735
16.378978439860376,5.0,8.0,42.65971215310666
23.11042689033026,2.0,7.0,43.90384433840735
32.89765614071851,,17.0,66.31230033879201
20.81895363556041,2.0,15.0,49.82762080267744
22.770809452652685,3.0,15.0,63.58180637197616
17.27592246043658,2.0,6.0,29.080135996211947
29.02210157200512,1.0,11.0,45.081223312841786
26.387479848519686,3.0,19.0,67.62974906585207
18.589643369647117,3.0,15.0,44.79096374273516
23.22250859955631,2.0,19.0,56.966204162553495
24.674297489147694,1.0,5.0,29.53753881562143
20.94586235160403,4.0,11.0,53.48032039863432
23.04626424326166,3.0,6.0,34.60141560952693
31.662909516080965,1.0,20.0,68.9151193623294
,1.0,12.0,40.96085870674017
21.58354001836477,5.0,6.0,44.93803484670715
22.823206898421397,1.0,15.0,45.695248243798794
25.96031293002231,4.0,,46.31460665940394
23.721723007562137,,16.0,64.7465657121593
24.915395818046854,2.0,11.0,45.4785781506113
25.006643062873767,5.0,8.0,48.35215305787603
32.279226906360314,3.0,19.0,68.91693162771146
25.05584444038505,4.0,10.0,51.10693045009385
17.858019757299285,1.0,18.0,51.17498998343962
22.154959563440286,4.0,8.0,52.66581913478889
23.798147431646075,,13.0,47.803408352581855
18.910215873997007,2.0,16.0,48.370153774154666
25.772486083280675,2.0,9.0,42.62082134662527
25.22993856593514,4.0,5.0,39.909565980922
20.987546685977158,1.0,17.0,50.959076390177096
29.389592604726307,4.0,19.0,67.70868593262927
20.35097284869918,5.0,,63.57627319038474
24.407968373041953,2.0,16.0,51.41457240472788
25.227968726074145,4.0,12.0,53.70316261720547
17.214839401422452,4.0,12.0,49.34962056239673
23.271104519440932,3.0,20.0,67.88372547205174
18.864417833922047,3.0,16.0,51.571813139514454
23.863789022678418,3.0,16.0,53.58523188927489
20.250956311113992,3.0,16.0,56.87760989590932
28.01440871637175,1.0,13.0,51.130119035815596
23.94154743947673,3.0,12.0,48.015370293331195
25.832069187828285,5.0,14.0,57.90351393559999
18.455456796040757,5.0,18.0,62.355714842018756
14.110630794392367,5.0,15.0,60.43462591271501
20.728547270713815,4.0,17.0,60.563150710919906
22.707184412023672,5.0,5.0,41.102176012546984
28.229713051617317,5.0,20.0,75.38355692103177
26.45814806814849,2.0,20.0,65.61209031437254
18.836613117583717,5.0,,
21.607389095552744,3.0,9.0,36.58889028515547
21.743104898636805,5.0,18.0,68.74277005540432
21.969114628469132,4.0,15.0,53.540710180952296
25.430882478693494,5.0,14.0,61.391338741808234
20.174946301645342,3.0,18.0,56.85606026075324
18.373709667786514,4.0,14.0,52.78923741757669
24.83606584250868,5.0,19.0,65.97932385208453
19.677080953665076,1.0,12.0,42.16131684822191
16.10414948909363,3.0,10.0,40.26596210720469
30.41623521013763,3.0,18.0,71.4482675882701
17.28545471493014,3.0,10.0,32.52944671198354
21.783102933705017,1.0,8.0,39.29594665364083
20.690664610634357,,10.0,39.54378201349126
29.17301693474208,5.0,15.0,63.78818725118561
15.96844227071736,5.0,12.0,48.970782317704916
,5.0,7.0,50.18237068887827
,4.0,13.0,62.19850646391875
18.822370549212753,5.0,9.0,50.308000267592554
17.13382336150518,4.0,8.0,39.79846124470063
20.210145591191115,3.0,5.0,36.78815728574601
22.634967551446636,1.0,8.0,35.49730801959096
19.751692728749482,4.0,20.0,
24.527613401753225,2.0,17.0,
25.07716275670699,2.0,7.0,39.10736781789275
16.85896835314042,1.0,7.0,29.328729946723836
27.67748810503901,1.0,9.0,45.34099200083827
30.815915367034478,,16.0,60.01729018643249
20.39875778599157,4.0,6.0,40.1321664728473
23.07498190285439,,9.0,50.25056393032078
12.874373607246278,5.0,17.0,55.662854696958455
23.56146458565873,2.0,7.0,35.96117972790528
14.852426380264957,5.0,12.0,53.93912170831408
26.614517400782397,3.0,8.0,44.456110588841284
30.913004899121802,3.0,9.0,52.90551025331946
